"Barbarian",,,,,,,,,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"giant8_walk1","true","true",,,,,,,,,,,
,"idle","true",10,,"giant8_idle1","true","true",,,,,,,,,,,
,,"true",2,,"giant8_idle1","true","true",,,,,,,,,,,
,"attack","true",1,14,"giant8_attack3","false","true",,,,,,,,,,,
,,"true",1,16,"giant8_attack2","false","true",,,,,,,,,,,
,,"true",1,14,"giant8_attack3","false","true",,,,,,,,,,,
,"celebrate","true",4,,"giant8_idle1","true","true",,,,,,,,,,,
,,"true",1,,"giant8_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Giant9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"giant9_walk1","true","true",,,,,,,,,,,
,"idle","true",10,,"giant9_idle1","true","true",,,,,,,,,,,
,,"true",2,,"giant9_idle1","true","true",,,,,,,,,,,
,"attack","true",1,14,"giant9_attack3","false","true",,,,,,,,,,,
,,"true",1,16,"giant9_attack2","false","true",,,,,,,,,,,
,,"true",1,14,"giant9_attack3","false","true",,,,,,,,,,,
,"celebrate","true",4,,"giant9_idle1","true","true",,,,,,,,,,,
,,"true",1,,"giant9_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Giant10",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"giant10_walk1","true","true",,,,,,,,,,,
,"idle","true",10,,"giant10_idle1","true","true",,,,,,,,,,,
,,"true",2,,"giant10_idle1","true","true",,,,,,,,,,,
,"attack","true",1,14,"giant10_attack3","false","true",,,,,,,,,,,
,,"true",1,16,"giant10_attack2","false","true",,,,,,,,,,,
,,"true",1,14,"giant10_attack3","false","true",,,,,,,,,,,
,"celebrate","true",4,,"giant10_idle1","true","true",,,,,,,,,,,
,,"true",1,,"giant10_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Giant1_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"giant1_spec_walk1","true","true","sc/characters.sc",,,,,,,,,,
,"idle","true",10,,"giant1_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,,"true",2,,"giant1_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"attack","true",1,14,"giant1_spec_attack3","false","true","sc/characters.sc",,,,,,,,,,
,,"true",1,16,"giant1_spec_attack2","false","true","sc/characters.sc",,,,,,,,,,
,,"true",1,14,"giant1_spec_attack3","false","true","sc/characters.sc",,,,,,,,,,
,"celebrate","true",4,,"giant1_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,,"true",1,,"giant1_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Giant2_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"giant2_spec_walk1","true","true","sc/characters.sc",,,,,,,,,,
,"idle","true",10,,"giant2_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,,"true",2,,"giant2_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"attack","true",1,14,"giant2_spec_attack3","false","true","sc/characters.sc",,,,,,,,,,
,,"true",1,16,"giant2_spec_attack2","false","true","sc/characters.sc",,,,,,,,,,
,,"true",1,14,"giant2_spec_attack3","false","true","sc/characters.sc",,,,,,,,,,
,"celebrate","true",4,,"giant2_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,,"true",1,,"giant2_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Giant3_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"giant3_spec_walk1","true","true","sc/characters.sc",,,,,,,,,,
,"idle","true",10,,"giant3_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,,"true",2,,"giant3_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"attack","true",1,14,"giant3_spec_attack3","false","true","sc/characters.sc",,,,,,,,,,
,,"true",1,16,"giant3_spec_attack2","false","true","sc/characters.sc",,,,,,,,,,
,,"true",1,14,"giant3_spec_attack3","false","true","sc/characters.sc",,,,,,,,,,
,"celebrate","true",4,,"giant3_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,,"true",1,,"giant3_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Giant4_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"giant4_spec_walk1","true","true","sc/characters.sc",,,,,,,,,,
,"idle","true",10,,"giant4_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,,"true",2,,"giant4_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"attack","true",1,14,"giant4_spec_attack3","false","true","sc/characters.sc",,,,,,,,,,
,,"true",1,16,"giant4_spec_attack2","false","true","sc/characters.sc",,,,,,,,,,
,,"true",1,14,"giant4_spec_attack3","false","true","sc/characters.sc",,,,,,,,,,
,"celebrate","true",4,,"giant4_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,,"true",1,,"giant4_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Giant5_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"giant5_spec_walk1","true","true","sc/characters.sc",,,,,,,,,,
,"idle","true",10,,"giant5_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,,"true",2,,"giant5_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"attack","true",1,14,"giant5_spec_attack3","false","true","sc/characters.sc",,,,,,,,,,
,,"true",1,16,"giant5_spec_attack2","false","true","sc/characters.sc",,,,,,,,,,
,,"true",1,14,"giant5_spec_attack3","false","true","sc/characters.sc",,,,,,,,,,
,"celebrate","true",4,,"giant5_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,,"true",1,,"giant5_spec_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Dragon",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"dragon_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"dragon_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",2,,"dragon_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,2,"dragon_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",1,2,"dragon_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",4,,"dragon_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",1,,"dragon_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Dragon2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"dragon2_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"dragon2_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",2,,"dragon2_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,2,"dragon2_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",1,2,"dragon2_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",4,,"dragon2_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",1,,"dragon2_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Dragon3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"dragon3_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"dragon3_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",2,,"dragon3_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,2,"dragon3_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",1,2,"dragon3_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",4,,"dragon3_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",1,,"dragon3_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Dragon4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"dragon4_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"dragon4_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",2,,"dragon4_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,2,"dragon4_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",1,2,"dragon4_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",4,,"dragon4_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"true",1,,"dragon4_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Dragon5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"dragon5_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"dragon5_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,2,"dragon5_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",4,,"dragon5_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Dragon6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"dragon6_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"dragon6_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,2,"dragon6_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",4,,"dragon6_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Dragon7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"dragon7_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"dragon7_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,2,"dragon7_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",4,,"dragon7_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Dragon8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"dragon8_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"dragon8_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,2,"dragon8_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",4,,"dragon8_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Dragon9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"dragon9_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"dragon9_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,2,"dragon9_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",4,,"dragon9_fly1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Goblin",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"goblin1_run1","true","true",,,,,,,,,,,
,"idle","true",1,,"goblin1_idle1","true","true",,,,,,,,,,,
,,"true",1,,"goblin1_idle1","true","true",,,,,,,,,,,
,"attack","true",1,10,"goblin1_attack1","false","true",,,,,,,,,,,
,,"true",5,10,"goblin1_attack1","false","true",,,,,,,,,,,
,"celebrate","false",4,,"goblin1_idle1_2","true","true",,,,,,,,,,,
,,"false",1,,"goblin1_idle1_2","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Goblin2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"goblin2_run1","true","true",,,,,,,,,,,
,"idle","true",1,,"goblin2_idle1","true","true",,,,,,,,,,,
,,"true",1,,"goblin2_idle1","true","true",,,,,,,,,,,
,"attack","true",1,10,"goblin2_attack1","false","true",,,,,,,,,,,
,,"true",5,10,"goblin2_attack1","false","true",,,,,,,,,,,
,"celebrate","false",4,,"goblin2_idle1_2","true","true",,,,,,,,,,,
,,"false",1,,"goblin2_idle1_2","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Goblin3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"goblin3_run1","true","true",,,,,,,,,,,
,"idle","true",1,,"goblin3_idle1","true","true",,,,,,,,,,,
,,"true",1,,"goblin3_idle1","true","true",,,,,,,,,,,
,"attack","true",1,10,"goblin3_attack1","false","true",,,,,,,,,,,
,,"true",5,10,"goblin3_attack1","false","true",,,,,,,,,,,
,"celebrate","false",4,,"goblin3_idle1_2","true","true",,,,,,,,,,,
,,"false",1,,"goblin3_idle1_2","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Goblin6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"goblin6_run1","true","true",,,,,,,,,,,
,"idle","true",1,,"goblin6_idle1","true","true",,,,,,,,,,,
,"attack","true",1,10,"goblin6_attack1","false","true",,,,,,,,,,,
,"celebrate","false",1,,"goblin6_idle1_2","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Goblin7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"goblin7_run1","true","true",,,,,,,,,,,
,"idle","true",1,,"goblin7_idle1","true","true",,,,,,,,,,,
,"attack","true",1,10,"goblin7_attack1","false","true",,,,,,,,,,,
,"celebrate","false",1,,"goblin7_idle1_2","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Goblin8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"goblin8_run1","true","true",,,,,,,,,,,
,"idle","true",1,,"goblin8_idle1","true","true",,,,,,,,,,,
,"attack","true",1,10,"goblin8_attack1","false","true",,,,,,,,,,,
,"celebrate","false",1,,"goblin8_idle1_2","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wall Breaker",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"skeleton_run","true","true",,,,,,,,,,,
,"idle","true",1,,"skeleton_idle1","true","true",,,,,,,,,,,
,,"true",1,,"skeleton_idle1","true","true",,,,,,,,,,,
,"attack","true",1,10,"skeleton_attack1","false","true",,,,,,,,,,,
,,"true",5,10,"skeleton_attack1","false","true",,,,,,,,,,,
,"celebrate","true",4,,"skeleton_idle1","true","true",,,,,,,,,,,
,,"true",1,,"skeleton_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wall Breaker2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"skeleton2_run","true","true",,,,,,,,,,,
,"idle","true",1,,"skeleton2_idle1","true","true",,,,,,,,,,,
,,"true",1,,"skeleton2_idle1","true","true",,,,,,,,,,,
,"attack","true",1,10,"skeleton2_attack1","false","true",,,,,,,,,,,
,,"true",5,10,"skeleton2_attack1","false","true",,,,,,,,,,,
,"celebrate","true",4,,"skeleton2_idle1","true","true",,,,,,,,,,,
,,"true",1,,"skeleton2_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wall Breaker3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"skeleton3_run","true","true",,,,,,,,,,,
,"idle","true",1,,"skeleton3_idle1","true","true",,,,,,,,,,,
,,"true",1,,"skeleton3_idle1","true","true",,,,,,,,,,,
,"attack","true",1,10,"skeleton3_attack1","false","true",,,,,,,,,,,
,,"true",5,10,"skeleton3_attack1","false","true",,,,,,,,,,,
,"celebrate","true",4,,"skeleton3_idle1","true","true",,,,,,,,,,,
,,"true",1,,"skeleton3_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wall Breaker6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"skeleton6_run","true","true",,,,,,,,,,,
,"idle","true",1,,"skeleton6_idle1","true","true",,,,,,,,,,,
,"attack","true",1,10,"skeleton6_attack1","false","true",,,,,,,,,,,
,"celebrate","true",4,,"skeleton6_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wall Breaker7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"skeleton7_run","true","true",,,,,,,,,,,
,"idle","true",1,,"skeleton7_idle1","true","true",,,,,,,,,,,
,"attack","true",1,10,"skeleton7_attack1","false","true",,,,,,,,,,,
